Activity_status,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
" Employee (Private, Org)",16330,9422,25752,Mingala Taungnyunt,MMR013022
 Employer,1778,611,2389,Mingala Taungnyunt,MMR013022
 Own account worker,11105,5345,16450,Mingala Taungnyunt,MMR013022
 Contributing family worker,2101,1416,3517,Mingala Taungnyunt,MMR013022
 Sought work,1937,1005,2942,Mingala Taungnyunt,MMR013022
 Did not seek work,319,189,508,Mingala Taungnyunt,MMR013022
 Full time student,8492,8171,16663,Mingala Taungnyunt,MMR013022
 Household work,876,26524,27400,Mingala Taungnyunt,MMR013022
" Pensioner, retired, elderly person",3952,4660,8612,Mingala Taungnyunt,MMR013022
" Ill, disabled",431,439,870,Mingala Taungnyunt,MMR013022
 Other,2717,1426,4143,Mingala Taungnyunt,MMR013022
 Total,54044,61787,115831,Mingala Taungnyunt,MMR013022
 Employee (Government),8673,3840,12513,Thanlyin,MMR013023
" Employee (Private, Org)",36331,16833,53164,Thanlyin,MMR013023
 Employer,2425,808,3233,Thanlyin,MMR013023
 Own account worker,20851,11271,32122,Thanlyin,MMR013023
 Contributing family worker,3650,6311,9961,Thanlyin,MMR013023
 Sought work,2821,1444,4265,Thanlyin,MMR013023
 Did not seek work,729,605,1334,Thanlyin,MMR013023
 Full time student,15157,14748,29905,Thanlyin,MMR013023
 Household work,1544,46001,47545,Thanlyin,MMR013023
" Pensioner, retired, elderly person",6302,6935,13237,Thanlyin,MMR013023
" Ill, disabled",1024,1057,2081,Thanlyin,MMR013023
 Other,8966,5843,14809,Thanlyin,MMR013023
 Total,108473,115696,224169,Thanlyin,MMR013023
 Employee (Government),1359,1198,2557,Kyauktan,MMR013024
" Employee (Private, Org)",20647,7754,28401,Kyauktan,MMR013024
 Employer,3356,712,4068,Kyauktan,MMR013024
 Own account worker,11579,4750,16329,Kyauktan,MMR013024
 Contributing family worker,2587,3930,6517,Kyauktan,MMR013024
 Sought work,1818,1210,3028,Kyauktan,MMR013024
 Did not seek work,360,259,619,Kyauktan,MMR013024
 Full time student,7037,6742,13779,Kyauktan,MMR013024
 Household work,692,27342,28034,Kyauktan,MMR013024
" Pensioner, retired, elderly person",2401,3174,5575,Kyauktan,MMR013024
" Ill, disabled",496,334,830,Kyauktan,MMR013024
 Other,1249,451,1700,Kyauktan,MMR013024
 Total,53581,57856,111437,Kyauktan,MMR013024
 Employee (Government),729,1169,1898,Thongwa,MMR013025
" Employee (Private, Org)",20144,8770,28914,Thongwa,MMR013025
 Employer,5091,1239,6330,Thongwa,MMR013025
 Own account worker,14230,4776,19006,Thongwa,MMR013025
 Contributing family worker,4131,10418,14549,Thongwa,MMR013025
 Sought work,1229,803,2032,Thongwa,MMR013025
 Did not seek work,330,176,506,Thongwa,MMR013025
 Full time student,8105,7574,15679,Thongwa,MMR013025
 Household work,563,27637,28200,Thongwa,MMR013025
" Pensioner, retired, elderly person",2387,3587,5974,Thongwa,MMR013025
" Ill, disabled",584,470,1054,Thongwa,MMR013025
 Other,3857,2005,5862,Thongwa,MMR013025
 Total,61380,68624,130004,Thongwa,MMR013025
 Employee (Government),696,1228,1924,Khayan,MMR013026
" Employee (Private, Org)",21135,10640,31775,Khayan,MMR013026
 Employer,4624,1099,5723,Khayan,MMR013026
 Own account worker,13473,5590,19063,Khayan,MMR013026
 Contributing family worker,3189,6248,9437,Khayan,MMR013026
 Sought work,1575,1078,2653,Khayan,MMR013026
 Did not seek work,197,148,345,Khayan,MMR013026
 Full time student,8845,8437,17282,Khayan,MMR013026
 Household work,482,27292,27774,Khayan,MMR013026
" Pensioner, retired, elderly person",2791,4175,6966,Khayan,MMR013026
" Ill, disabled",554,504,1058,Khayan,MMR013026
 Other,3337,1944,5281,Khayan,MMR013026
 Total,60898,68383,129281,Khayan,MMR013026
 Employee (Government),1718,1664,3382,Twantay,MMR013027
" Employee (Private, Org)",27667,11827,39494,Twantay,MMR013027
 Employer,4025,1178,5203,Twantay,MMR013027
 Own account worker,24862,14599,39461,Twantay,MMR013027
 Contributing family worker,6517,9483,16000,Twantay,MMR013027
 Sought work,2468,1528,3996,Twantay,MMR013027
 Did not seek work,374,179,553,Twantay,MMR013027
 Full time student,14300,13792,28092,Twantay,MMR013027
 Household work,1092,33541,34633,Twantay,MMR013027
" Pensioner, retired, elderly person",3849,4897,8746,Twantay,MMR013027
" Ill, disabled",988,769,1757,Twantay,MMR013027
 Other,1649,721,2370,Twantay,MMR013027
 Total,89509,94178,183687,Twantay,MMR013027
 Employee (Government),803,1006,1809,Kawhmu,MMR013028
" Employee (Private, Org)",13441,5514,18955,Kawhmu,MMR013028
 Employer,3323,1031,4354,Kawhmu,MMR013028
 Own account worker,14174,9460,23634,Kawhmu,MMR013028
 Contributing family worker,3550,13101,16651,Kawhmu,MMR013028
 Sought work,747,517,1264,Kawhmu,MMR013028
 Did not seek work,83,46,129,Kawhmu,MMR013028
 Full time student,7024,7056,14080,Kawhmu,MMR013028
 Household work,259,8637,8896,Kawhmu,MMR013028
" Pensioner, retired, elderly person",1356,2367,3723,Kawhmu,MMR013028
" Ill, disabled",557,532,1089,Kawhmu,MMR013028
 Other,1766,623,2389,Kawhmu,MMR013028
 Total,47083,49890,96973,Kawhmu,MMR013028
 Employee (Government),708,1051,1759,Kungyangon,MMR013029
" Employee (Private, Org)",10857,2968,13825,Kungyangon,MMR013029
 Employer,3167,732,3899,Kungyangon,MMR013029
 Own account worker,9838,4753,14591,Kungyangon,MMR013029
 Contributing family worker,2004,2709,4713,Kungyangon,MMR013029
 Sought work,1281,859,2140,Kungyangon,MMR013029
 Did not seek work,168,86,254,Kungyangon,MMR013029
 Full time student,6693,6557,13250,Kungyangon,MMR013029
 Household work,494,21978,22472,Kungyangon,MMR013029
" Pensioner, retired, elderly person",1864,2748,4612,Kungyangon,MMR013029
" Ill, disabled",518,430,948,Kungyangon,MMR013029
 Other,6078,2589,8667,Kungyangon,MMR013029
 Total,43670,47460,91130,Kungyangon,MMR013029
 Employee (Government),2760,1970,4730,Dala,MMR013030
" Employee (Private, Org)",25064,7691,32755,Dala,MMR013030
 Employer,1699,550,2249,Dala,MMR013030
 Own account worker,13508,8288,21796,Dala,MMR013030
 Contributing family worker,1472,1601,3073,Dala,MMR013030
 Sought work,3450,2349,5799,Dala,MMR013030
 Did not seek work,723,442,1165,Dala,MMR013030
 Full time student,9710,9468,19178,Dala,MMR013030
 Household work,1093,33026,34119,Dala,MMR013030
" Pensioner, retired, elderly person",3286,3676,6962,Dala,MMR013030
" Ill, disabled",818,574,1392,Dala,MMR013030
 Other,4713,2730,7443,Dala,MMR013030
 Total,68296,72365,140661,Dala,MMR013030
 Employee (Government),285,41,326,Cocogyun,MMR013032
" Employee (Private, Org)",714,169,883,Cocogyun,MMR013032
 Employer,13,1,14,Cocogyun,MMR013032
 Own account worker,36,27,63,Cocogyun,MMR013032
 Contributing family worker,21,53,74,Cocogyun,MMR013032
 Sought work,7,-,7,Cocogyun,MMR013032
 Full time student,64,48,112,Cocogyun,MMR013032
 Household work,4,173,177,Cocogyun,MMR013032
" Pensioner, retired, elderly person",14,10,24,Cocogyun,MMR013032
" Ill, disabled",5,2,7,Cocogyun,MMR013032
 Other,6,-,6,Cocogyun,MMR013032
 Total,1169,524,1693,Cocogyun,MMR013032
 Employee (Government),212,225,437,Tada(ST),MMR013024
" Employee (Private, Org)",5513,1011,6524,Tada(ST),MMR013024
 Employer,1796,267,2063,Tada(ST),MMR013024
 Own account worker,2656,820,3476,Tada(ST),MMR013024
 Contributing family worker,741,601,1342,Tada(ST),MMR013024
 Sought work,285,157,442,Tada(ST),MMR013024
 Did not seek work,110,69,179,Tada(ST),MMR013024
 Full time student,1517,1390,2907,Tada(ST),MMR013024
 Household work,177,9283,9460,Tada(ST),MMR013024
" Pensioner, retired, elderly person",556,857,1413,Tada(ST),MMR013024
" Ill, disabled",128,107,235,Tada(ST),MMR013024
 Other,481,93,574,Tada(ST),MMR013024
 Total,14172,14880,29052,Tada(ST),MMR013024
 Employee (Government),740,779,1519,Kyauktada,MMR013033
" Employee (Private, Org)",3669,2929,6598,Kyauktada,MMR013033
 Employer,675,263,938,Kyauktada,MMR013033
 Own account worker,2381,1201,3582,Kyauktada,MMR013033
 Contributing family worker,565,405,970,Kyauktada,MMR013033
 Sought work,405,380,785,Kyauktada,MMR013033
 Did not seek work,87,67,154,Kyauktada,MMR013033
 Full time student,1800,1599,3399,Kyauktada,MMR013033
 Household work,149,4924,5073,Kyauktada,MMR013033
" Pensioner, retired, elderly person",1147,1444,2591,Kyauktada,MMR013033
" Ill, disabled",95,145,240,Kyauktada,MMR013033
 Other,688,729,1417,Kyauktada,MMR013033
 Total,12401,14865,27266,Kyauktada,MMR013033
 Employee (Government),233,363,596,Pabedan,MMR013034
" Employee (Private, Org)",3532,2801,6333,Pabedan,MMR013034
 Employer,979,323,1302,Pabedan,MMR013034
 Own account worker,3363,1111,4474,Pabedan,MMR013034
 Contributing family worker,971,519,1490,Pabedan,MMR013034
 Sought work,407,214,621,Pabedan,MMR013034
 Did not seek work,78,41,119,Pabedan,MMR013034
 Full time student,1990,1983,3973,Pabedan,MMR013034
 Household work,227,7059,7286,Pabedan,MMR013034
" Pensioner, retired, elderly person",958,1283,2241,Pabedan,MMR013034
" Ill, disabled",121,125,246,Pabedan,MMR013034
 Other,542,525,1067,Pabedan,MMR013034
 Total,13401,16347,29748,Pabedan,MMR013034
 Employee (Government),875,1352,2227,Lanmadaw,MMR013035
" Employee (Private, Org)",6386,7452,13838,Lanmadaw,MMR013035
 Employer,1088,461,1549,Lanmadaw,MMR013035
 Own account worker,3122,2049,5171,Lanmadaw,MMR013035
 Contributing family worker,717,725,1442,Lanmadaw,MMR013035
 Sought work,601,491,1092,Lanmadaw,MMR013035
 Did not seek work,132,82,214,Lanmadaw,MMR013035
 Full time student,2775,3133,5908,Lanmadaw,MMR013035
 Household work,184,6840,7024,Lanmadaw,MMR013035
" Pensioner, retired, elderly person",1466,2092,3558,Lanmadaw,MMR013035
" Ill, disabled",117,130,247,Lanmadaw,MMR013035
 Other,1196,683,1879,Lanmadaw,MMR013035
 Total,18659,25490,44149,Lanmadaw,MMR013035
 Employee (Government),341,721,1062,Latha,MMR013036
" Employee (Private, Org)",3615,3995,7610,Latha,MMR013036
 Employer,693,380,1073,Latha,MMR013036
 Own account worker,1813,1166,2979,Latha,MMR013036
 Contributing family worker,457,474,931,Latha,MMR013036
 Sought work,317,228,545,Latha,MMR013036
 Did not seek work,78,55,133,Latha,MMR013036
 Full time student,1322,1544,2866,Latha,MMR013036
 Household work,168,3531,3699,Latha,MMR013036
" Pensioner, retired, elderly person",796,1093,1889,Latha,MMR013036
" Ill, disabled",99,121,220,Latha,MMR013036
 Other,286,299,585,Latha,MMR013036
 Total,9985,13607,23592,Latha,MMR013036
 Employee (Government),2001,1911,3912,Ahlon,MMR013037
" Employee (Private, Org)",8215,5778,13993,Ahlon,MMR013037
 Employer,775,338,1113,Ahlon,MMR013037
 Own account worker,3549,2420,5969,Ahlon,MMR013037
 Contributing family worker,608,622,1230,Ahlon,MMR013037
 Sought work,755,544,1299,Ahlon,MMR013037
 Did not seek work,102,53,155,Ahlon,MMR013037
 Full time student,3312,3482,6794,Ahlon,MMR013037
 Household work,278,9009,9287,Ahlon,MMR013037
" Pensioner, retired, elderly person",1842,2156,3998,Ahlon,MMR013037
" Ill, disabled",139,146,285,Ahlon,MMR013037
 Other,1271,840,2111,Ahlon,MMR013037
 Total,22847,27299,50146,Ahlon,MMR013037
 Employee (Government),1574,2043,3617,Kyimyindine,MMR013038
" Employee (Private, Org)",16434,8570,25004,Kyimyindine,MMR013038
 Employer,1177,664,1841,Kyimyindine,MMR013038
 Own account worker,9274,7497,16771,Kyimyindine,MMR013038
 Contributing family worker,1027,1493,2520,Kyimyindine,MMR013038
 Sought work,1637,791,2428,Kyimyindine,MMR013038
 Did not seek work,395,191,586,Kyimyindine,MMR013038
 Full time student,6287,6185,12472,Kyimyindine,MMR013038
 Household work,723,17796,18519,Kyimyindine,MMR013038
" Pensioner, retired, elderly person",2953,3756,6709,Kyimyindine,MMR013038
" Ill, disabled",370,285,655,Kyimyindine,MMR013038
 Other,2791,2018,4809,Kyimyindine,MMR013038
 Total,44642,51289,95931,Kyimyindine,MMR013038
 Employee (Government),1565,2620,4185,Sangyoung,MMR013039
" Employee (Private, Org)",12642,11982,24624,Sangyoung,MMR013039
 Employer,1174,683,1857,Sangyoung,MMR013039
 Own account worker,7207,4495,11702,Sangyoung,MMR013039
 Contributing family worker,1123,873,1996,Sangyoung,MMR013039
 Sought work,1507,1099,2606,Sangyoung,MMR013039
 Did not seek work,191,199,390,Sangyoung,MMR013039
 Full time student,6448,6579,13027,Sangyoung,MMR013039
 Household work,471,15420,15891,Sangyoung,MMR013039
" Pensioner, retired, elderly person",3884,4890,8774,Sangyoung,MMR013039
" Ill, disabled",250,247,497,Sangyoung,MMR013039
 Other,3153,2394,5547,Sangyoung,MMR013039
 Total,39615,51481,91096,Sangyoung,MMR013039
 Employee (Government),3968,5016,8984,Hline,MMR013040
" Employee (Private, Org)",24037,16978,41015,Hline,MMR013040
 Employer,2170,907,3077,Hline,MMR013040
 Own account worker,11699,7828,19527,Hline,MMR013040
 Contributing family worker,1999,1485,3484,Hline,MMR013040
 Sought work,2442,1577,4019,Hline,MMR013040
 Did not seek work,358,183,541,Hline,MMR013040
 Full time student,10462,9853,20315,Hline,MMR013040
 Household work,710,24166,24876,Hline,MMR013040
" Pensioner, retired, elderly person",5202,6180,11382,Hline,MMR013040
" Ill, disabled",498,456,954,Hline,MMR013040
 Other,3151,2819,5970,Hline,MMR013040
 Total,66696,77448,144144,Hline,MMR013040
 Employee (Government),2772,3175,5947,Kamayut,MMR013041
" Employee (Private, Org)",12159,12121,24280,Kamayut,MMR013041
 Employer,1213,680,1893,Kamayut,MMR013041
 Own account worker,4473,3343,7816,Kamayut,MMR013041
 Contributing family worker,620,875,1495,Kamayut,MMR013041
 Sought work,1335,1163,2498,Kamayut,MMR013041
 Did not seek work,252,184,436,Kamayut,MMR013041
 Full time student,5527,6356,11883,Kamayut,MMR013041
 Household work,330,10883,11213,Kamayut,MMR013041
" Pensioner, retired, elderly person",2630,3298,5928,Kamayut,MMR013041
" Ill, disabled",179,189,368,Kamayut,MMR013041
 Other,1948,1950,3898,Kamayut,MMR013041
 Total,33438,44217,77655,Kamayut,MMR013041
 Employee (Government),6202,4088,10290,Mayangon,MMR013042
" Employee (Private, Org)",30207,21954,52161,Mayangon,MMR013042
 Employer,2795,1317,4112,Mayangon,MMR013042
 Own account worker,12449,9188,21637,Mayangon,MMR013042
 Contributing family worker,2150,2558,4708,Mayangon,MMR013042
 Sought work,2914,1951,4865,Mayangon,MMR013042
 Did not seek work,589,338,927,Mayangon,MMR013042
 Full time student,12647,12330,24977,Mayangon,MMR013042
 Household work,892,29512,30404,Mayangon,MMR013042
" Pensioner, retired, elderly person",5725,6903,12628,Mayangon,MMR013042
" Ill, disabled",588,503,1091,Mayangon,MMR013042
 Other,4587,3069,7656,Mayangon,MMR013042
 Total,81745,93711,175456,Mayangon,MMR013042
 Employee (Government),1981,1464,3445,Dagon,MMR013043
" Employee (Private, Org)",3184,2593,5777,Dagon,MMR013043
 Employer,509,302,811,Dagon,MMR013043
 Own account worker,1063,788,1851,Dagon,MMR013043
 Contributing family worker,151,180,331,Dagon,MMR013043
 Sought work,352,248,600,Dagon,MMR013043
 Did not seek work,55,29,84,Dagon,MMR013043
 Full time student,1582,1863,3445,Dagon,MMR013043
 Household work,81,3151,3232,Dagon,MMR013043
" Pensioner, retired, elderly person",780,1049,1829,Dagon,MMR013043
" Ill, disabled",85,73,158,Dagon,MMR013043
 Other,729,342,1071,Dagon,MMR013043
 Total,10552,12082,22634,Dagon,MMR013043
 Employee (Government),2836,2770,5606,Bahan,MMR013044
" Employee (Private, Org)",13890,11752,25642,Bahan,MMR013044
 Employer,1674,964,2638,Bahan,MMR013044
 Own account worker,6059,4616,10675,Bahan,MMR013044
 Contributing family worker,1139,1226,2365,Bahan,MMR013044
 Sought work,1235,745,1980,Bahan,MMR013044
 Did not seek work,183,130,313,Bahan,MMR013044
 Full time student,5626,5386,11012,Bahan,MMR013044
 Household work,610,12585,13195,Bahan,MMR013044
" Pensioner, retired, elderly person",3080,3947,7027,Bahan,MMR013044
" Ill, disabled",217,275,492,Bahan,MMR013044
 Other,4892,2629,7521,Bahan,MMR013044
 Total,41441,47025,88466,Bahan,MMR013044
 Employee (Government),328,80,408,Seikkan,MMR013045
" Employee (Private, Org)",598,136,734,Seikkan,MMR013045
 Employer,28,5,33,Seikkan,MMR013045
 Own account worker,118,117,235,Seikkan,MMR013045
 Contributing family worker,50,94,144,Seikkan,MMR013045
 Sought work,13,5,18,Seikkan,MMR013045
 Did not seek work,4,3,7,Seikkan,MMR013045
 Full time student,315,129,444,Seikkan,MMR013045
 Household work,34,344,378,Seikkan,MMR013045
" Pensioner, retired, elderly person",41,19,60,Seikkan,MMR013045
" Ill, disabled",1,2,3,Seikkan,MMR013045
 Other,19,41,60,Seikkan,MMR013045
 Total,1549,975,2524,Seikkan,MMR013045
 Employee (Government),7431,6756,14187,Taunggyi,MMR014001
" Employee (Private, Org)",43069,22627,65696,Taunggyi,MMR014001
 Employer,4910,2261,7171,Taunggyi,MMR014001
 Own account worker,39853,30014,69867,Taunggyi,MMR014001
 Contributing family worker,10011,17238,27249,Taunggyi,MMR014001
 Sought work,3309,1983,5292,Taunggyi,MMR014001
 Did not seek work,641,288,929,Taunggyi,MMR014001
 Full time student,24997,27536,52533,Taunggyi,MMR014001
 Household work,1487,40776,42263,Taunggyi,MMR014001
" Pensioner, retired, elderly person",7307,10094,17401,Taunggyi,MMR014001
" Ill, disabled",1098,918,2016,Taunggyi,MMR014001
 Other,9121,3134,12255,Taunggyi,MMR014001
 Total,153234,163625,316859,Taunggyi,MMR014001
 Employee (Government),886,1911,2797,Nyaungshwe,MMR014002
" Employee (Private, Org)",19250,13595,32845,Nyaungshwe,MMR014002
 Employer,2945,1159,4104,Nyaungshwe,MMR014002
 Own account worker,28363,19184,47547,Nyaungshwe,MMR014002
 Contributing family worker,8427,11641,20068,Nyaungshwe,MMR014002
 Sought work,696,610,1306,Nyaungshwe,MMR014002
 Did not seek work,276,176,452,Nyaungshwe,MMR014002
 Full time student,8978,9914,18892,Nyaungshwe,MMR014002
 Household work,453,14165,14618,Nyaungshwe,MMR014002
" Pensioner, retired, elderly person",2959,4283,7242,Nyaungshwe,MMR014002
" Ill, disabled",771,649,1420,Nyaungshwe,MMR014002
 Other,3594,1060,4654,Nyaungshwe,MMR014002
 Total,77598,78347,155945,Nyaungshwe,MMR014002
 Employee (Government),2411,669,3080,Hopon,MMR014003
" Employee (Private, Org)",5907,2966,8873,Hopon,MMR014003
 Employer,773,421,1194,Hopon,MMR014003
 Own account worker,17949,11986,29935,Hopon,MMR014003
 Contributing family worker,7250,13824,21074,Hopon,MMR014003
 Sought work,255,181,436,Hopon,MMR014003
 Did not seek work,62,21,83,Hopon,MMR014003
 Full time student,4931,5727,10658,Hopon,MMR014003
 Household work,220,6035,6255,Hopon,MMR014003
" Pensioner, retired, elderly person",1117,2043,3160,Hopon,MMR014003
" Ill, disabled",237,210,447,Hopon,MMR014003
 Other,2160,710,2870,Hopon,MMR014003
 Total,43272,44793,88065,Hopon,MMR014003
