Identity_card,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Child under 10 years,16663,-,16663,Mingala Taungnyunt,MMR013022
 Total,132494,-,132494,Mingala Taungnyunt,MMR013022
 Citizenship Scrutiny Card (pink),51902,94193,146095,Thanlyin,MMR013023
 Associate Scrutiny Card (blue),104,110,214,Thanlyin,MMR013023
 Naturalised Scrutiny Card (green),1623,3807,5430,Thanlyin,MMR013023
 National Registration Card (3-fold),2499,3819,6318,Thanlyin,MMR013023
 Religious card,994,936,1930,Thanlyin,MMR013023
 Temporary Registration Card (white),434,870,1304,Thanlyin,MMR013023
 Foreign Registration Card (FRC),40,7,47,Thanlyin,MMR013023
 Foreign Passport,46,55,101,Thanlyin,MMR013023
 None,16733,45997,62730,Thanlyin,MMR013023
 Child under 10 years,11690,32204,43894,Thanlyin,MMR013023
 Total,86065,181998,268063,Thanlyin,MMR013023
 Citizenship Scrutiny Card (pink),24283,46965,71248,Kyauktan,MMR013024
 Associate Scrutiny Card (blue),94,53,147,Kyauktan,MMR013024
 Naturalised Scrutiny Card (green),1251,2253,3504,Kyauktan,MMR013024
 National Registration Card (3-fold),432,882,1314,Kyauktan,MMR013024
 Religious card,191,499,690,Kyauktan,MMR013024
 Temporary Registration Card (white),135,98,233,Kyauktan,MMR013024
 Foreign Registration Card (FRC),18,3,21,Kyauktan,MMR013024
 Foreign Passport,76,12,88,Kyauktan,MMR013024
 None,10231,23961,34192,Kyauktan,MMR013024
 Child under 10 years,6067,15261,21328,Kyauktan,MMR013024
 Total,42778,89987,132765,Kyauktan,MMR013024
 Citizenship Scrutiny Card (pink),17321,70484,87805,Thongwa,MMR013025
 Associate Scrutiny Card (blue),31,49,80,Thongwa,MMR013025
 Naturalised Scrutiny Card (green),804,2112,2916,Thongwa,MMR013025
 National Registration Card (3-fold),260,1069,1329,Thongwa,MMR013025
 Religious card,173,405,578,Thongwa,MMR013025
 Temporary Registration Card (white),177,576,753,Thongwa,MMR013025
 Foreign Registration Card (FRC),5,11,16,Thongwa,MMR013025
 Foreign Passport,2,32,34,Thongwa,MMR013025
 None,4814,31679,36493,Thongwa,MMR013025
 Child under 10 years,4431,23441,27872,Thongwa,MMR013025
 Total,28018,129858,157876,Thongwa,MMR013025
 Citizenship Scrutiny Card (pink),17683,57517,75200,Khayan,MMR013026
 Associate Scrutiny Card (blue),15,36,51,Khayan,MMR013026
 Naturalised Scrutiny Card (green),423,687,1110,Khayan,MMR013026
 National Registration Card (3-fold),1883,5943,7826,Khayan,MMR013026
 Religious card,218,328,546,Khayan,MMR013026
 Temporary Registration Card (white),193,321,514,Khayan,MMR013026
 Foreign Registration Card (FRC),-,3,3,Khayan,MMR013026
 Foreign Passport,4,22,26,Khayan,MMR013026
 None,7081,36924,44005,Khayan,MMR013026
 Child under 10 years,5477,23261,28738,Khayan,MMR013026
 Total,32977,125042,158019,Khayan,MMR013026
 Citizenship Scrutiny Card (pink),25527,97427,122954,Twantay,MMR013027
 Associate Scrutiny Card (blue),19,43,62,Twantay,MMR013027
 Naturalised Scrutiny Card (green),195,397,592,Twantay,MMR013027
 National Registration Card (3-fold),501,2032,2533,Twantay,MMR013027
 Religious card,600,933,1533,Twantay,MMR013027
 Temporary Registration Card (white),62,454,516,Twantay,MMR013027
 Foreign Registration Card (FRC),13,-,13,Twantay,MMR013027
 Foreign Passport,16,30,46,Twantay,MMR013027
 None,8901,46537,55438,Twantay,MMR013027
 Child under 10 years,7258,35891,43149,Twantay,MMR013027
 Total,43092,183744,226836,Twantay,MMR013027
 Citizenship Scrutiny Card (pink),5837,63260,69097,Kawhmu,MMR013028
 Associate Scrutiny Card (blue),1,21,22,Kawhmu,MMR013028
 Naturalised Scrutiny Card (green),6,111,117,Kawhmu,MMR013028
 National Registration Card (3-fold),77,695,772,Kawhmu,MMR013028
 Religious card,55,486,541,Kawhmu,MMR013028
 Temporary Registration Card (white),3,164,167,Kawhmu,MMR013028
 Foreign Registration Card (FRC),-,5,5,Kawhmu,MMR013028
 Foreign Passport,-,16,16,Kawhmu,MMR013028
 None,1271,24965,26236,Kawhmu,MMR013028
 Child under 10 years,1350,20727,22077,Kawhmu,MMR013028
 Total,8600,110450,119050,Kawhmu,MMR013028
 Citizenship Scrutiny Card (pink),10421,48134,58555,Kungyangon,MMR013029
 Associate Scrutiny Card (blue),7,34,41,Kungyangon,MMR013029
 Naturalised Scrutiny Card (green),25,144,169,Kungyangon,MMR013029
 National Registration Card (3-fold),121,1859,1980,Kungyangon,MMR013029
 Religious card,178,357,535,Kungyangon,MMR013029
 Temporary Registration Card (white),67,319,386,Kungyangon,MMR013029
 Foreign Registration Card (FRC),2,3,5,Kungyangon,MMR013029
 Foreign Passport,2,23,25,Kungyangon,MMR013029
 None,3268,26166,29434,Kungyangon,MMR013029
 Child under 10 years,2536,17966,20502,Kungyangon,MMR013029
 Total,16627,95005,111632,Kungyangon,MMR013029
 Citizenship Scrutiny Card (pink),55508,27675,83183,Dala,MMR013030
 Associate Scrutiny Card (blue),74,19,93,Dala,MMR013030
 Naturalised Scrutiny Card (green),1683,441,2124,Dala,MMR013030
 National Registration Card (3-fold),5125,840,5965,Dala,MMR013030
 Religious card,258,227,485,Dala,MMR013030
 Temporary Registration Card (white),644,318,962,Dala,MMR013030
 Foreign Registration Card (FRC),55,4,59,Dala,MMR013030
 Foreign Passport,30,19,49,Dala,MMR013030
 None,33677,14064,47741,Dala,MMR013030
 Child under 10 years,22312,9884,32196,Dala,MMR013030
 Total,119366,53491,172857,Dala,MMR013030
 Citizenship Scrutiny Card (pink),1369,-,1369,Cocogyun,MMR013032
 Naturalised Scrutiny Card (green),1,-,1,Cocogyun,MMR013032
 National Registration Card (3-fold),45,-,45,Cocogyun,MMR013032
 Religious card,4,-,4,Cocogyun,MMR013032
 Temporary Registration Card (white),10,-,10,Cocogyun,MMR013032
 None,264,-,264,Cocogyun,MMR013032
 Child under 10 years,247,-,247,Cocogyun,MMR013032
 Total,1940,-,1940,Cocogyun,MMR013032
 Citizenship Scrutiny Card (pink),5835,13834,19669,Tada(ST),MMR013024
 Associate Scrutiny Card (blue),27,13,40,Tada(ST),MMR013024
 Naturalised Scrutiny Card (green),152,414,566,Tada(ST),MMR013024
 National Registration Card (3-fold),98,450,548,Tada(ST),MMR013024
 Religious card,37,58,95,Tada(ST),MMR013024
 Temporary Registration Card (white),22,41,63,Tada(ST),MMR013024
 Foreign Registration Card (FRC),1,3,4,Tada(ST),MMR013024
 Foreign Passport,-,1,1,Tada(ST),MMR013024
 None,1398,6668,8066,Tada(ST),MMR013024
 Child under 10 years,1264,4367,5631,Tada(ST),MMR013024
 Total,8834,25849,34683,Tada(ST),MMR013024
 Citizenship Scrutiny Card (pink),22278,-,22278,Kyauktada,MMR013033
 Associate Scrutiny Card (blue),541,-,541,Kyauktada,MMR013033
 Naturalised Scrutiny Card (green),751,-,751,Kyauktada,MMR013033
 National Registration Card (3-fold),594,-,594,Kyauktada,MMR013033
 Religious card,3,-,3,Kyauktada,MMR013033
 Temporary Registration Card (white),101,-,101,Kyauktada,MMR013033
 Foreign Registration Card (FRC),228,-,228,Kyauktada,MMR013033
 Foreign Passport,546,-,546,Kyauktada,MMR013033
 None,2224,-,2224,Kyauktada,MMR013033
 Child under 10 years,2587,-,2587,Kyauktada,MMR013033
 Total,29853,-,29853,Kyauktada,MMR013033
 Citizenship Scrutiny Card (pink),23587,-,23587,Pabedan,MMR013034
 Associate Scrutiny Card (blue),663,-,663,Pabedan,MMR013034
 Naturalised Scrutiny Card (green),827,-,827,Pabedan,MMR013034
 National Registration Card (3-fold),871,-,871,Pabedan,MMR013034
 Religious card,65,-,65,Pabedan,MMR013034
 Temporary Registration Card (white),160,-,160,Pabedan,MMR013034
 Foreign Registration Card (FRC),263,-,263,Pabedan,MMR013034
 Foreign Passport,303,-,303,Pabedan,MMR013034
 None,3009,-,3009,Pabedan,MMR013034
 Child under 10 years,3588,-,3588,Pabedan,MMR013034
 Total,33336,-,33336,Pabedan,MMR013034
 Citizenship Scrutiny Card (pink),38171,-,38171,Lanmadaw,MMR013035
 Associate Scrutiny Card (blue),1035,-,1035,Lanmadaw,MMR013035
 Naturalised Scrutiny Card (green),716,-,716,Lanmadaw,MMR013035
 National Registration Card (3-fold),193,-,193,Lanmadaw,MMR013035
 Religious card,533,-,533,Lanmadaw,MMR013035
 Temporary Registration Card (white),125,-,125,Lanmadaw,MMR013035
 Foreign Registration Card (FRC),151,-,151,Lanmadaw,MMR013035
 Foreign Passport,227,-,227,Lanmadaw,MMR013035
 None,2998,-,2998,Lanmadaw,MMR013035
 Child under 10 years,3011,-,3011,Lanmadaw,MMR013035
 Total,47160,-,47160,Lanmadaw,MMR013035
 Citizenship Scrutiny Card (pink),19468,-,19468,Latha,MMR013036
 Associate Scrutiny Card (blue),927,-,927,Latha,MMR013036
 Naturalised Scrutiny Card (green),920,-,920,Latha,MMR013036
 National Registration Card (3-fold),125,-,125,Latha,MMR013036
 Religious card,20,-,20,Latha,MMR013036
 Temporary Registration Card (white),123,-,123,Latha,MMR013036
 Foreign Registration Card (FRC),209,-,209,Latha,MMR013036
 Foreign Passport,138,-,138,Latha,MMR013036
 None,1662,-,1662,Latha,MMR013036
 Child under 10 years,1465,-,1465,Latha,MMR013036
 Total,25057,-,25057,Latha,MMR013036
 Citizenship Scrutiny Card (pink),43174,-,43174,Ahlon,MMR013037
 Associate Scrutiny Card (blue),376,-,376,Ahlon,MMR013037
 Naturalised Scrutiny Card (green),409,-,409,Ahlon,MMR013037
 National Registration Card (3-fold),402,-,402,Ahlon,MMR013037
 Religious card,404,-,404,Ahlon,MMR013037
 Temporary Registration Card (white),409,-,409,Ahlon,MMR013037
 Foreign Registration Card (FRC),51,-,51,Ahlon,MMR013037
 Foreign Passport,162,-,162,Ahlon,MMR013037
 None,4759,-,4759,Ahlon,MMR013037
 Child under 10 years,5336,-,5336,Ahlon,MMR013037
 Total,55482,-,55482,Ahlon,MMR013037
 Citizenship Scrutiny Card (pink),75272,-,75272,Kyimyindine,MMR013038
 Associate Scrutiny Card (blue),181,-,181,Kyimyindine,MMR013038
 Naturalised Scrutiny Card (green),583,-,583,Kyimyindine,MMR013038
 National Registration Card (3-fold),1395,-,1395,Kyimyindine,MMR013038
 Religious card,513,-,513,Kyimyindine,MMR013038
 Temporary Registration Card (white),868,-,868,Kyimyindine,MMR013038
 Foreign Registration Card (FRC),56,-,56,Kyimyindine,MMR013038
 Foreign Passport,148,-,148,Kyimyindine,MMR013038
 None,16915,-,16915,Kyimyindine,MMR013038
 Child under 10 years,15583,-,15583,Kyimyindine,MMR013038
 Total,111514,-,111514,Kyimyindine,MMR013038
 Citizenship Scrutiny Card (pink),80713,-,80713,Sangyoung,MMR013039
 Associate Scrutiny Card (blue),354,-,354,Sangyoung,MMR013039
 Naturalised Scrutiny Card (green),372,-,372,Sangyoung,MMR013039
 National Registration Card (3-fold),625,-,625,Sangyoung,MMR013039
 Religious card,1552,-,1552,Sangyoung,MMR013039
 Temporary Registration Card (white),185,-,185,Sangyoung,MMR013039
 Foreign Registration Card (FRC),86,-,86,Sangyoung,MMR013039
 Foreign Passport,245,-,245,Sangyoung,MMR013039
 None,6964,-,6964,Sangyoung,MMR013039
 Child under 10 years,8523,-,8523,Sangyoung,MMR013039
 Total,99619,-,99619,Sangyoung,MMR013039
 Citizenship Scrutiny Card (pink),120071,-,120071,Hline,MMR013040
 Associate Scrutiny Card (blue),664,-,664,Hline,MMR013040
 Naturalised Scrutiny Card (green),1495,-,1495,Hline,MMR013040
 National Registration Card (3-fold),2913,-,2913,Hline,MMR013040
 Religious card,1038,-,1038,Hline,MMR013040
 Temporary Registration Card (white),835,-,835,Hline,MMR013040
 Foreign Registration Card (FRC),318,-,318,Hline,MMR013040
 Foreign Passport,302,-,302,Hline,MMR013040
 None,16508,-,16508,Hline,MMR013040
 Child under 10 years,16163,-,16163,Hline,MMR013040
 Total,160307,-,160307,Hline,MMR013040
 Citizenship Scrutiny Card (pink),69305,-,69305,Kamayut,MMR013041
 Associate Scrutiny Card (blue),267,-,267,Kamayut,MMR013041
 Naturalised Scrutiny Card (green),303,-,303,Kamayut,MMR013041
 National Registration Card (3-fold),277,-,277,Kamayut,MMR013041
 Religious card,230,-,230,Kamayut,MMR013041
 Temporary Registration Card (white),199,-,199,Kamayut,MMR013041
 Foreign Registration Card (FRC),135,-,135,Kamayut,MMR013041
 Foreign Passport,974,-,974,Kamayut,MMR013041
 None,5965,-,5965,Kamayut,MMR013041
 Child under 10 years,6914,-,6914,Kamayut,MMR013041
 Total,84569,-,84569,Kamayut,MMR013041
 Citizenship Scrutiny Card (pink),139580,-,139580,Mayangon,MMR013042
 Associate Scrutiny Card (blue),343,-,343,Mayangon,MMR013042
 Naturalised Scrutiny Card (green),893,-,893,Mayangon,MMR013042
 National Registration Card (3-fold),3484,-,3484,Mayangon,MMR013042
 Religious card,2143,-,2143,Mayangon,MMR013042
 Temporary Registration Card (white),1101,-,1101,Mayangon,MMR013042
 Foreign Registration Card (FRC),358,-,358,Mayangon,MMR013042
 Foreign Passport,1274,-,1274,Mayangon,MMR013042
 None,26280,-,26280,Mayangon,MMR013042
 Child under 10 years,22657,-,22657,Mayangon,MMR013042
 Total,198113,-,198113,Mayangon,MMR013042
 Citizenship Scrutiny Card (pink),19226,-,19226,Dagon,MMR013043
 Associate Scrutiny Card (blue),112,-,112,Dagon,MMR013043
 Naturalised Scrutiny Card (green),166,-,166,Dagon,MMR013043
 National Registration Card (3-fold),135,-,135,Dagon,MMR013043
 Religious card,418,-,418,Dagon,MMR013043
 Temporary Registration Card (white),74,-,74,Dagon,MMR013043
 Foreign Registration Card (FRC),24,-,24,Dagon,MMR013043
 Foreign Passport,717,-,717,Dagon,MMR013043
 None,1762,-,1762,Dagon,MMR013043
 Child under 10 years,2448,-,2448,Dagon,MMR013043
 Total,25082,-,25082,Dagon,MMR013043
 Citizenship Scrutiny Card (pink),74156,-,74156,Bahan,MMR013044
 Associate Scrutiny Card (blue),216,-,216,Bahan,MMR013044
 Naturalised Scrutiny Card (green),237,-,237,Bahan,MMR013044
 National Registration Card (3-fold),494,-,494,Bahan,MMR013044
 Religious card,3717,-,3717,Bahan,MMR013044
 Temporary Registration Card (white),321,-,321,Bahan,MMR013044
 Foreign Registration Card (FRC),156,-,156,Bahan,MMR013044
 Foreign Passport,1036,-,1036,Bahan,MMR013044
 None,8133,-,8133,Bahan,MMR013044
 Child under 10 years,8266,-,8266,Bahan,MMR013044
 Total,96732,-,96732,Bahan,MMR013044
 Citizenship Scrutiny Card (pink),1961,-,1961,Seikkan,MMR013045
 Naturalised Scrutiny Card (green),3,-,3,Seikkan,MMR013045
 National Registration Card (3-fold),21,-,21,Seikkan,MMR013045
 Religious card,81,-,81,Seikkan,MMR013045
 Temporary Registration Card (white),6,-,6,Seikkan,MMR013045
 Foreign Passport,7,-,7,Seikkan,MMR013045
 None,445,-,445,Seikkan,MMR013045
 Child under 10 years,302,-,302,Seikkan,MMR013045
 Total,2826,-,2826,Seikkan,MMR013045
 Citizenship Scrutiny Card (pink),178637,68838,247475,Taunggyi,MMR014001
 Associate Scrutiny Card (blue),906,217,1123,Taunggyi,MMR014001
 Naturalised Scrutiny Card (green),1118,215,1333,Taunggyi,MMR014001
 National Registration Card (3-fold),2590,728,3318,Taunggyi,MMR014001
 Religious card,2399,378,2777,Taunggyi,MMR014001
 Temporary Registration Card (white),439,99,538,Taunggyi,MMR014001
 Foreign Registration Card (FRC),78,29,107,Taunggyi,MMR014001
 Foreign Passport,93,43,136,Taunggyi,MMR014001
 None,37573,22479,60052,Taunggyi,MMR014001
 Child under 10 years,40971,23809,64780,Taunggyi,MMR014001
 Total,264804,116835,381639,Taunggyi,MMR014001
 Citizenship Scrutiny Card (pink),11277,100616,111893,Nyaungshwe,MMR014002
 Associate Scrutiny Card (blue),27,95,122,Nyaungshwe,MMR014002
 Naturalised Scrutiny Card (green),25,319,344,Nyaungshwe,MMR014002
 National Registration Card (3-fold),47,2819,2866,Nyaungshwe,MMR014002
 Religious card,169,592,761,Nyaungshwe,MMR014002
 Temporary Registration Card (white),23,192,215,Nyaungshwe,MMR014002
 Foreign Registration Card (FRC),15,40,55,Nyaungshwe,MMR014002
 Foreign Passport,305,216,521,Nyaungshwe,MMR014002
 None,2114,37054,39168,Nyaungshwe,MMR014002
 Child under 10 years,2206,31256,33462,Nyaungshwe,MMR014002
 Total,16208,173199,189407,Nyaungshwe,MMR014002
 Citizenship Scrutiny Card (pink),15624,48664,64288,Hopon,MMR014003
 Associate Scrutiny Card (blue),33,42,75,Hopon,MMR014003
 Naturalised Scrutiny Card (green),44,85,129,Hopon,MMR014003
 National Registration Card (3-fold),65,253,318,Hopon,MMR014003
 Religious card,149,244,393,Hopon,MMR014003
 Temporary Registration Card (white),8,45,53,Hopon,MMR014003
 Foreign Registration Card (FRC),4,-,4,Hopon,MMR014003
 Foreign Passport,6,12,18,Hopon,MMR014003
 None,3010,19777,22787,Hopon,MMR014003
 Child under 10 years,3897,20386,24283,Hopon,MMR014003
 Total,22840,89508,112348,Hopon,MMR014003
 Citizenship Scrutiny Card (pink),6964,72232,79196,Hsihseng,MMR014004
 Associate Scrutiny Card (blue),13,85,98,Hsihseng,MMR014004
 Naturalised Scrutiny Card (green),9,159,168,Hsihseng,MMR014004
 National Registration Card (3-fold),194,922,1116,Hsihseng,MMR014004
 Religious card,67,446,513,Hsihseng,MMR014004
 Temporary Registration Card (white),5,95,100,Hsihseng,MMR014004
 Foreign Registration Card (FRC),4,6,10,Hsihseng,MMR014004
 Foreign Passport,-,26,26,Hsihseng,MMR014004
 None,2406,31772,34178,Hsihseng,MMR014004
 Child under 10 years,2411,35216,37627,Hsihseng,MMR014004
 Total,12073,140959,153032,Hsihseng,MMR014004
 Citizenship Scrutiny Card (pink),37248,72580,109828,Kalaw,MMR014005
 Associate Scrutiny Card (blue),314,90,404,Kalaw,MMR014005
 Naturalised Scrutiny Card (green),247,161,408,Kalaw,MMR014005
 National Registration Card (3-fold),359,827,1186,Kalaw,MMR014005
 Religious card,268,463,731,Kalaw,MMR014005
 Temporary Registration Card (white),117,172,289,Kalaw,MMR014005
 Foreign Registration Card (FRC),33,31,64,Kalaw,MMR014005
 Foreign Passport,86,73,159,Kalaw,MMR014005
 None,9850,28735,38585,Kalaw,MMR014005
 Child under 10 years,9275,25154,34429,Kalaw,MMR014005
 Total,57797,128286,186083,Kalaw,MMR014005
 Citizenship Scrutiny Card (pink),7821,40475,48296,Pindaya,MMR014006
 Associate Scrutiny Card (blue),7,15,22,Pindaya,MMR014006
 Naturalised Scrutiny Card (green),25,173,198,Pindaya,MMR014006
 National Registration Card (3-fold),9,292,301,Pindaya,MMR014006
 Religious card,96,315,411,Pindaya,MMR014006
 Temporary Registration Card (white),24,61,85,Pindaya,MMR014006
 Foreign Registration Card (FRC),1,30,31,Pindaya,MMR014006
 Foreign Passport,15,6,21,Pindaya,MMR014006
 None,1302,13172,14474,Pindaya,MMR014006
 Child under 10 years,1462,14002,15464,Pindaya,MMR014006
 Total,10762,68541,79303,Pindaya,MMR014006
 Citizenship Scrutiny Card (pink),3307,47812,51119,Ywarngan,MMR014007
 Associate Scrutiny Card (blue),6,11,17,Ywarngan,MMR014007
 Naturalised Scrutiny Card (green),1,31,32,Ywarngan,MMR014007
 National Registration Card (3-fold),2,160,162,Ywarngan,MMR014007
 Religious card,27,315,342,Ywarngan,MMR014007
 Temporary Registration Card (white),7,20,27,Ywarngan,MMR014007
 Foreign Registration Card (FRC),-,2,2,Ywarngan,MMR014007
 Foreign Passport,1,12,13,Ywarngan,MMR014007
 None,466,13785,14251,Ywarngan,MMR014007
 Child under 10 years,700,15867,16567,Ywarngan,MMR014007
 Total,4517,78015,82532,Ywarngan,MMR014007
 Citizenship Scrutiny Card (pink),20683,48581,69264,Yatsauk,MMR014008
 Associate Scrutiny Card (blue),56,167,223,Yatsauk,MMR014008
 Naturalised Scrutiny Card (green),217,535,752,Yatsauk,MMR014008
 National Registration Card (3-fold),165,475,640,Yatsauk,MMR014008
 Religious card,90,281,371,Yatsauk,MMR014008
 Temporary Registration Card (white),35,109,144,Yatsauk,MMR014008
 Foreign Registration Card (FRC),5,39,44,Yatsauk,MMR014008
 Foreign Passport,4,26,30,Yatsauk,MMR014008
