Identity_card,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 Temporary Registration Card (white),1165,1232,2397,Hlegu,MMR013004
 Foreign Registration Card (FRC),8,9,17,Hlegu,MMR013004
 Foreign Passport,40,28,68,Hlegu,MMR013004
 None,33165,35563,68728,Hlegu,MMR013004
 Child under 10 years,25239,24514,49753,Hlegu,MMR013004
 Total,134087,136654,270741,Hlegu,MMR013004
 Citizenship Scrutiny Card (pink),63538,68063,131601,Taikkyi,MMR013005
 Associate Scrutiny Card (blue),167,169,336,Taikkyi,MMR013005
 Naturalised Scrutiny Card (green),655,354,1009,Taikkyi,MMR013005
 National Registration Card (3-fold),4956,6660,11616,Taikkyi,MMR013005
 Religious card,970,184,1154,Taikkyi,MMR013005
 Temporary Registration Card (white),593,703,1296,Taikkyi,MMR013005
 Foreign Registration Card (FRC),116,124,240,Taikkyi,MMR013005
 Foreign Passport,39,28,67,Taikkyi,MMR013005
 None,37848,41310,79158,Taikkyi,MMR013005
 Child under 10 years,25832,24959,50791,Taikkyi,MMR013005
 Total,134714,142554,277268,Taikkyi,MMR013005
 Citizenship Scrutiny Card (pink),36103,36237,72340,Htantabin,MMR013006
 Associate Scrutiny Card (blue),22,26,48,Htantabin,MMR013006
 Naturalised Scrutiny Card (green),201,107,308,Htantabin,MMR013006
 National Registration Card (3-fold),2020,2784,4804,Htantabin,MMR013006
 Religious card,434,24,458,Htantabin,MMR013006
 Temporary Registration Card (white),113,130,243,Htantabin,MMR013006
 Foreign Registration Card (FRC),5,4,9,Htantabin,MMR013006
 Foreign Passport,7,16,23,Htantabin,MMR013006
 None,18575,20951,39526,Htantabin,MMR013006
 Child under 10 years,14327,13706,28033,Htantabin,MMR013006
 Total,71807,73985,145792,Htantabin,MMR013006
 Citizenship Scrutiny Card (pink),89548,102466,192014,Shwepyitha,MMR013007
 Associate Scrutiny Card (blue),97,92,189,Shwepyitha,MMR013007
 Naturalised Scrutiny Card (green),1165,518,1683,Shwepyitha,MMR013007
 National Registration Card (3-fold),6675,8901,15576,Shwepyitha,MMR013007
 Religious card,1164,294,1458,Shwepyitha,MMR013007
 Temporary Registration Card (white),2025,2574,4599,Shwepyitha,MMR013007
 Foreign Registration Card (FRC),114,88,202,Shwepyitha,MMR013007
 Foreign Passport,50,33,83,Shwepyitha,MMR013007
 None,35915,37216,73131,Shwepyitha,MMR013007
 Child under 10 years,27511,27080,54591,Shwepyitha,MMR013007
 Total,164264,179262,343526,Shwepyitha,MMR013007
 Citizenship Scrutiny Card (pink),171415,201596,373011,Hlinethaya,MMR013008
 Associate Scrutiny Card (blue),227,252,479,Hlinethaya,MMR013008
 Naturalised Scrutiny Card (green),2090,933,3023,Hlinethaya,MMR013008
 National Registration Card (3-fold),16608,22511,39119,Hlinethaya,MMR013008
 Religious card,1563,380,1943,Hlinethaya,MMR013008
 Temporary Registration Card (white),4089,5530,9619,Hlinethaya,MMR013008
 Foreign Registration Card (FRC),92,57,149,Hlinethaya,MMR013008
 Foreign Passport,528,291,819,Hlinethaya,MMR013008
 None,71402,79812,151214,Hlinethaya,MMR013008
 Child under 10 years,54848,53643,108491,Hlinethaya,MMR013008
 Total,322862,365005,687867,Hlinethaya,MMR013008
 Citizenship Scrutiny Card (pink),60375,73340,133715,Thingangyun,MMR013009
 Associate Scrutiny Card (blue),179,177,356,Thingangyun,MMR013009
 Naturalised Scrutiny Card (green),1794,1714,3508,Thingangyun,MMR013009
 National Registration Card (3-fold),3567,4700,8267,Thingangyun,MMR013009
 Religious card,1836,544,2380,Thingangyun,MMR013009
 Temporary Registration Card (white),2142,2843,4985,Thingangyun,MMR013009
 Foreign Registration Card (FRC),119,122,241,Thingangyun,MMR013009
 Foreign Passport,231,129,360,Thingangyun,MMR013009
 None,15611,14934,30545,Thingangyun,MMR013009
 Child under 10 years,12844,12285,25129,Thingangyun,MMR013009
 Total,98698,110788,209486,Thingangyun,MMR013009
 Citizenship Scrutiny Card (pink),22601,28518,51119,Yankin,MMR013010
 Associate Scrutiny Card (blue),94,110,204,Yankin,MMR013010
 Naturalised Scrutiny Card (green),540,654,1194,Yankin,MMR013010
 National Registration Card (3-fold),332,480,812,Yankin,MMR013010
 Religious card,1053,66,1119,Yankin,MMR013010
 Temporary Registration Card (white),218,349,567,Yankin,MMR013010
 Foreign Registration Card (FRC),70,81,151,Yankin,MMR013010
 Foreign Passport,596,288,884,Yankin,MMR013010
 None,3451,3945,7396,Yankin,MMR013010
 Child under 10 years,3769,3731,7500,Yankin,MMR013010
 Total,32724,38222,70946,Yankin,MMR013010
 Citizenship Scrutiny Card (pink),52851,64267,117118,South Okkalapa,MMR013011
 Associate Scrutiny Card (blue),114,111,225,South Okkalapa,MMR013011
 Naturalised Scrutiny Card (green),455,341,796,South Okkalapa,MMR013011
 National Registration Card (3-fold),1062,1476,2538,South Okkalapa,MMR013011
 Religious card,1697,94,1791,South Okkalapa,MMR013011
 Temporary Registration Card (white),542,685,1227,South Okkalapa,MMR013011
 Foreign Registration Card (FRC),40,56,96,South Okkalapa,MMR013011
 Foreign Passport,70,50,120,South Okkalapa,MMR013011
 None,10122,10182,20304,South Okkalapa,MMR013011
 Child under 10 years,8594,8317,16911,South Okkalapa,MMR013011
 Total,75547,85579,161126,South Okkalapa,MMR013011
 Citizenship Scrutiny Card (pink),98310,119230,217540,North Okkalapa,MMR013012
 Associate Scrutiny Card (blue),170,169,339,North Okkalapa,MMR013012
 Naturalised Scrutiny Card (green),969,624,1593,North Okkalapa,MMR013012
 National Registration Card (3-fold),3185,4263,7448,North Okkalapa,MMR013012
 Religious card,1839,568,2407,North Okkalapa,MMR013012
 Temporary Registration Card (white),2154,3011,5165,North Okkalapa,MMR013012
 Foreign Registration Card (FRC),85,75,160,North Okkalapa,MMR013012
 Foreign Passport,112,90,202,North Okkalapa,MMR013012
 None,28016,28191,56207,North Okkalapa,MMR013012
 Child under 10 years,21500,20732,42232,North Okkalapa,MMR013012
 Total,156340,176953,333293,North Okkalapa,MMR013012
 Citizenship Scrutiny Card (pink),68669,77258,145927,Thakayta,MMR013013
 Associate Scrutiny Card (blue),91,104,195,Thakayta,MMR013013
 Naturalised Scrutiny Card (green),1088,757,1845,Thakayta,MMR013013
 National Registration Card (3-fold),3166,4559,7725,Thakayta,MMR013013
 Religious card,1592,85,1677,Thakayta,MMR013013
 Temporary Registration Card (white),1430,1949,3379,Thakayta,MMR013013
 Foreign Registration Card (FRC),31,56,87,Thakayta,MMR013013
 Foreign Passport,97,43,140,Thakayta,MMR013013
 None,17219,15436,32655,Thakayta,MMR013013
 Child under 10 years,13907,13019,26926,Thakayta,MMR013013
 Total,107290,113266,220556,Thakayta,MMR013013
 Citizenship Scrutiny Card (pink),21304,23174,44478,Dawbon,MMR013014
 Associate Scrutiny Card (blue),23,43,66,Dawbon,MMR013014
 Naturalised Scrutiny Card (green),950,980,1930,Dawbon,MMR013014
 National Registration Card (3-fold),1370,1627,2997,Dawbon,MMR013014
 Religious card,373,14,387,Dawbon,MMR013014
 Temporary Registration Card (white),458,642,1100,Dawbon,MMR013014
 Foreign Registration Card (FRC),21,25,46,Dawbon,MMR013014
 Foreign Passport,5,10,15,Dawbon,MMR013014
 None,6666,6565,13231,Dawbon,MMR013014
 Child under 10 years,5575,5500,11075,Dawbon,MMR013014
 Total,36745,38580,75325,Dawbon,MMR013014
 Citizenship Scrutiny Card (pink),52720,69237,121957,Tamway,MMR013015
 Associate Scrutiny Card (blue),254,325,579,Tamway,MMR013015
 Naturalised Scrutiny Card (green),638,568,1206,Tamway,MMR013015
 National Registration Card (3-fold),1994,2787,4781,Tamway,MMR013015
 Religious card,1364,19,1383,Tamway,MMR013015
 Temporary Registration Card (white),224,333,557,Tamway,MMR013015
 Foreign Registration Card (FRC),91,90,181,Tamway,MMR013015
 Foreign Passport,587,187,774,Tamway,MMR013015
 None,7871,8699,16570,Tamway,MMR013015
 Child under 10 years,8919,8406,17325,Tamway,MMR013015
 Total,74662,90651,165313,Tamway,MMR013015
 Citizenship Scrutiny Card (pink),15872,20106,35978,Pazuntaung,MMR013016
 Associate Scrutiny Card (blue),248,212,460,Pazuntaung,MMR013016
 Naturalised Scrutiny Card (green),386,365,751,Pazuntaung,MMR013016
 National Registration Card (3-fold),441,576,1017,Pazuntaung,MMR013016
 Religious card,438,7,445,Pazuntaung,MMR013016
 Temporary Registration Card (white),69,132,201,Pazuntaung,MMR013016
 Foreign Registration Card (FRC),72,100,172,Pazuntaung,MMR013016
 Foreign Passport,198,111,309,Pazuntaung,MMR013016
 None,2040,2327,4367,Pazuntaung,MMR013016
 Child under 10 years,2367,2388,4755,Pazuntaung,MMR013016
 Total,22131,26324,48455,Pazuntaung,MMR013016
 Citizenship Scrutiny Card (pink),13871,16347,30218,Botahtaung,MMR013017
 Associate Scrutiny Card (blue),131,130,261,Botahtaung,MMR013017
 Naturalised Scrutiny Card (green),266,247,513,Botahtaung,MMR013017
 National Registration Card (3-fold),456,587,1043,Botahtaung,MMR013017
 Religious card,242,6,248,Botahtaung,MMR013017
 Temporary Registration Card (white),96,131,227,Botahtaung,MMR013017
 Foreign Registration Card (FRC),65,92,157,Botahtaung,MMR013017
 Foreign Passport,201,121,322,Botahtaung,MMR013017
 None,1985,1786,3771,Botahtaung,MMR013017
 Child under 10 years,2103,2132,4235,Botahtaung,MMR013017
 Total,19416,21579,40995,Botahtaung,MMR013017
 Citizenship Scrutiny Card (pink),100361,107578,207939,Dagon Myothit(South),MMR013018
 Associate Scrutiny Card (blue),131,160,291,Dagon Myothit(South),MMR013018
 Naturalised Scrutiny Card (green),1903,1551,3454,Dagon Myothit(South),MMR013018
 National Registration Card (3-fold),6532,9051,15583,Dagon Myothit(South),MMR013018
 Religious card,1290,269,1559,Dagon Myothit(South),MMR013018
 Temporary Registration Card (white),3482,4328,7810,Dagon Myothit(South),MMR013018
 Foreign Registration Card (FRC),49,59,108,Dagon Myothit(South),MMR013018
 Foreign Passport,54,55,109,Dagon Myothit(South),MMR013018
 None,37235,38700,75935,Dagon Myothit(South),MMR013018
 Child under 10 years,30103,28755,58858,Dagon Myothit(South),MMR013018
 Total,181140,190506,371646,Dagon Myothit(South),MMR013018
 Citizenship Scrutiny Card (pink),65682,76441,142123,Dagon Myothit(North),MMR013019
 Associate Scrutiny Card (blue),67,47,114,Dagon Myothit(North),MMR013019
 Naturalised Scrutiny Card (green),345,228,573,Dagon Myothit(North),MMR013019
 National Registration Card (3-fold),1695,2407,4102,Dagon Myothit(North),MMR013019
 Religious card,676,196,872,Dagon Myothit(North),MMR013019
 Temporary Registration Card (white),853,1048,1901,Dagon Myothit(North),MMR013019
 Foreign Registration Card (FRC),28,15,43,Dagon Myothit(North),MMR013019
 Foreign Passport,71,67,138,Dagon Myothit(North),MMR013019
 None,14096,14748,28844,Dagon Myothit(North),MMR013019
 Child under 10 years,12875,12363,25238,Dagon Myothit(North),MMR013019
 Total,96388,107560,203948,Dagon Myothit(North),MMR013019
 Citizenship Scrutiny Card (pink),43884,48127,92011,Dagon Myothit(East),MMR013020
 Associate Scrutiny Card (blue),41,51,92,Dagon Myothit(East),MMR013020
 Naturalised Scrutiny Card (green),329,266,595,Dagon Myothit(East),MMR013020
 National Registration Card (3-fold),1889,2619,4508,Dagon Myothit(East),MMR013020
 Religious card,1298,157,1455,Dagon Myothit(East),MMR013020
 Temporary Registration Card (white),926,1168,2094,Dagon Myothit(East),MMR013020
 Foreign Registration Card (FRC),61,82,143,Dagon Myothit(East),MMR013020
 Foreign Passport,25,25,50,Dagon Myothit(East),MMR013020
 None,19601,19625,39226,Dagon Myothit(East),MMR013020
 Child under 10 years,12807,12647,25454,Dagon Myothit(East),MMR013020
 Total,80861,84767,165628,Dagon Myothit(East),MMR013020
 Citizenship Scrutiny Card (pink),43965,45109,89074,Dagon Myothit(Seik),MMR013021
 Associate Scrutiny Card (blue),62,54,116,Dagon Myothit(Seik),MMR013021
 Naturalised Scrutiny Card (green),608,360,968,Dagon Myothit(Seik),MMR013021
 National Registration Card (3-fold),3121,4271,7392,Dagon Myothit(Seik),MMR013021
 Religious card,489,56,545,Dagon Myothit(Seik),MMR013021
 Temporary Registration Card (white),984,1217,2201,Dagon Myothit(Seik),MMR013021
 Foreign Registration Card (FRC),9,7,16,Dagon Myothit(Seik),MMR013021
 Foreign Passport,67,32,99,Dagon Myothit(Seik),MMR013021
 None,18675,19835,38510,Dagon Myothit(Seik),MMR013021
 Child under 10 years,14717,13810,28527,Dagon Myothit(Seik),MMR013021
 Total,82697,84751,167448,Dagon Myothit(Seik),MMR013021
 Citizenship Scrutiny Card (pink),40946,48167,89113,Mingala Taungnyunt,MMR013022
 Associate Scrutiny Card (blue),271,258,529,Mingala Taungnyunt,MMR013022
 Naturalised Scrutiny Card (green),1236,938,2174,Mingala Taungnyunt,MMR013022
 National Registration Card (3-fold),2232,3005,5237,Mingala Taungnyunt,MMR013022
 Religious card,823,18,841,Mingala Taungnyunt,MMR013022
 Temporary Registration Card (white),533,728,1261,Mingala Taungnyunt,MMR013022
 Foreign Registration Card (FRC),133,144,277,Mingala Taungnyunt,MMR013022
 Foreign Passport,253,157,410,Mingala Taungnyunt,MMR013022
 None,7617,8372,15989,Mingala Taungnyunt,MMR013022
 Child under 10 years,8486,8177,16663,Mingala Taungnyunt,MMR013022
 Total,62530,69964,132494,Mingala Taungnyunt,MMR013022
 Citizenship Scrutiny Card (pink),71104,74991,146095,Thanlyin,MMR013023
 Associate Scrutiny Card (blue),100,114,214,Thanlyin,MMR013023
 Naturalised Scrutiny Card (green),2748,2682,5430,Thanlyin,MMR013023
 National Registration Card (3-fold),2716,3602,6318,Thanlyin,MMR013023
 Religious card,1297,633,1930,Thanlyin,MMR013023
 Temporary Registration Card (white),582,722,1304,Thanlyin,MMR013023
 Foreign Registration Card (FRC),22,25,47,Thanlyin,MMR013023
 Foreign Passport,59,42,101,Thanlyin,MMR013023
 None,29845,32885,62730,Thanlyin,MMR013023
 Child under 10 years,22064,21830,43894,Thanlyin,MMR013023
 Total,130537,137526,268063,Thanlyin,MMR013023
 Citizenship Scrutiny Card (pink),34835,36413,71248,Kyauktan,MMR013024
 Associate Scrutiny Card (blue),65,82,147,Kyauktan,MMR013024
 Naturalised Scrutiny Card (green),1739,1765,3504,Kyauktan,MMR013024
 National Registration Card (3-fold),564,750,1314,Kyauktan,MMR013024
 Religious card,462,228,690,Kyauktan,MMR013024
 Temporary Registration Card (white),112,121,233,Kyauktan,MMR013024
 Foreign Registration Card (FRC),8,13,21,Kyauktan,MMR013024
 Foreign Passport,75,13,88,Kyauktan,MMR013024
 None,15721,18471,34192,Kyauktan,MMR013024
 Child under 10 years,10797,10531,21328,Kyauktan,MMR013024
 Total,64378,68387,132765,Kyauktan,MMR013024
 Citizenship Scrutiny Card (pink),41908,45897,87805,Thongwa,MMR013025
 Associate Scrutiny Card (blue),35,45,80,Thongwa,MMR013025
 Naturalised Scrutiny Card (green),1406,1510,2916,Thongwa,MMR013025
 National Registration Card (3-fold),530,799,1329,Thongwa,MMR013025
 Religious card,564,14,578,Thongwa,MMR013025
 Temporary Registration Card (white),306,447,753,Thongwa,MMR013025
 Foreign Registration Card (FRC),9,7,16,Thongwa,MMR013025
 Foreign Passport,18,16,34,Thongwa,MMR013025
 None,16604,19889,36493,Thongwa,MMR013025
 Child under 10 years,14112,13760,27872,Thongwa,MMR013025
 Total,75492,82384,157876,Thongwa,MMR013025
 Citizenship Scrutiny Card (pink),36394,38806,75200,Khayan,MMR013026
 Associate Scrutiny Card (blue),23,28,51,Khayan,MMR013026
 Naturalised Scrutiny Card (green),667,443,1110,Khayan,MMR013026
 National Registration Card (3-fold),3166,4660,7826,Khayan,MMR013026
 Religious card,502,44,546,Khayan,MMR013026
 Temporary Registration Card (white),247,267,514,Khayan,MMR013026
 Foreign Registration Card (FRC),1,2,3,Khayan,MMR013026
 Foreign Passport,13,13,26,Khayan,MMR013026
 None,19885,24120,44005,Khayan,MMR013026
 Child under 10 years,14612,14126,28738,Khayan,MMR013026
 Total,75510,82509,158019,Khayan,MMR013026
 Citizenship Scrutiny Card (pink),60693,62261,122954,Twantay,MMR013027
 Associate Scrutiny Card (blue),29,33,62,Twantay,MMR013027
 Naturalised Scrutiny Card (green),324,268,592,Twantay,MMR013027
 National Registration Card (3-fold),1021,1512,2533,Twantay,MMR013027
 Religious card,1110,423,1533,Twantay,MMR013027
 Temporary Registration Card (white),241,275,516,Twantay,MMR013027
 Foreign Registration Card (FRC),7,6,13,Twantay,MMR013027
 Foreign Passport,31,15,46,Twantay,MMR013027
 None,26053,29385,55438,Twantay,MMR013027
 Child under 10 years,21742,21407,43149,Twantay,MMR013027
 Total,111251,115585,226836,Twantay,MMR013027
 Citizenship Scrutiny Card (pink),33648,35449,69097,Kawhmu,MMR013028
 Associate Scrutiny Card (blue),9,13,22,Kawhmu,MMR013028
 Naturalised Scrutiny Card (green),78,39,117,Kawhmu,MMR013028
 National Registration Card (3-fold),293,479,772,Kawhmu,MMR013028
 Religious card,510,31,541,Kawhmu,MMR013028
 Temporary Registration Card (white),78,89,167,Kawhmu,MMR013028
 Foreign Registration Card (FRC),2,3,5,Kawhmu,MMR013028
 Foreign Passport,10,6,16,Kawhmu,MMR013028
 None,12455,13781,26236,Kawhmu,MMR013028
 Child under 10 years,11216,10861,22077,Kawhmu,MMR013028
 Total,58299,60751,119050,Kawhmu,MMR013028
 Citizenship Scrutiny Card (pink),28517,30038,58555,Kungyangon,MMR013029
 Associate Scrutiny Card (blue),15,26,41,Kungyangon,MMR013029
 Naturalised Scrutiny Card (green),124,45,169,Kungyangon,MMR013029
 National Registration Card (3-fold),829,1151,1980,Kungyangon,MMR013029
 Religious card,478,57,535,Kungyangon,MMR013029
 Temporary Registration Card (white),173,213,386,Kungyangon,MMR013029
 Foreign Registration Card (FRC),3,2,5,Kungyangon,MMR013029
 Foreign Passport,12,13,25,Kungyangon,MMR013029
 None,13519,15915,29434,Kungyangon,MMR013029
 Child under 10 years,10437,10065,20502,Kungyangon,MMR013029
 Total,54107,57525,111632,Kungyangon,MMR013029
 Citizenship Scrutiny Card (pink),41035,42148,83183,Dala,MMR013030
 Associate Scrutiny Card (blue),45,48,93,Dala,MMR013030
 Naturalised Scrutiny Card (green),1126,998,2124,Dala,MMR013030
 National Registration Card (3-fold),2489,3476,5965,Dala,MMR013030
 Religious card,455,30,485,Dala,MMR013030
 Temporary Registration Card (white),407,555,962,Dala,MMR013030
 Foreign Registration Card (FRC),29,30,59,Dala,MMR013030
 Foreign Passport,22,27,49,Dala,MMR013030
 None,22688,25053,47741,Dala,MMR013030
 Child under 10 years,16375,15821,32196,Dala,MMR013030
 Total,84671,88186,172857,Dala,MMR013030
 Citizenship Scrutiny Card (pink),927,442,1369,Cocogyun,MMR013032
 Naturalised Scrutiny Card (green),-,1,1,Cocogyun,MMR013032
 National Registration Card (3-fold),38,7,45,Cocogyun,MMR013032
 Religious card,4,-,4,Cocogyun,MMR013032
 Temporary Registration Card (white),9,1,10,Cocogyun,MMR013032
 None,191,73,264,Cocogyun,MMR013032
 Child under 10 years,125,122,247,Cocogyun,MMR013032
 Total,1294,646,1940,Cocogyun,MMR013032
 Citizenship Scrutiny Card (pink),9844,9825,19669,Tada(ST),MMR013024
 Associate Scrutiny Card (blue),21,19,40,Tada(ST),MMR013024
 Naturalised Scrutiny Card (green),301,265,566,Tada(ST),MMR013024
 National Registration Card (3-fold),226,322,548,Tada(ST),MMR013024
 Religious card,90,5,95,Tada(ST),MMR013024
 Temporary Registration Card (white),37,26,63,Tada(ST),MMR013024
 Foreign Registration Card (FRC),3,1,4,Tada(ST),MMR013024
 Foreign Passport,-,1,1,Tada(ST),MMR013024
 None,3650,4416,8066,Tada(ST),MMR013024
